origin,destination,intermediate,distance,duration,static_duration,polyline,request_time
E_Wash_at_Milwaukee,JND_at_North_Shore,E_Wash_at_First,5709,663s,696s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC`JvG}@nAsD|FuBdDa@NUb@pEjHxDxFdEvGrClEvJrO|g@fy@dInMtLcQFGt@W\Cf@J\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:09:35Z
E_Wash_at_Milwaukee,JND_at_North_Shore,Willy_at_Ingersoll,5061,611s,633s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:09:35Z
JND_at_North_Shore,Olbrich_boat_launch,Willy_at_Ingersoll,5857,630s,656s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJsFiJcM}Rs@iAoB}BiI_JyDuCSg@i@u@q@oAiCgGkBmEcBsDqEkKsBuEk@eBWyAiAgJSkAc@}DK}@Aw@LsVBeEBYrKg\`@wAzEiS\RPRH`@Ab@Ql@e@bA?ZFRJLf@N,2025-09-10T16:16:50Z
JND_at_North_Shore,Willy_at_Ingersoll,E_Wash_at_First,5533,586s,614s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwFUb@pEjHxDxFdEvGrClEvJrOxJxOhFqHlIuL,2025-09-10T16:16:50Z
JND_at_North_Shore,E_Wash_at_Milwaukee,E_Wash_at_First,5120,524s,540s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwF{DcG{HaLeGuIeM}QyFsIs@y@uAgA,2025-09-10T16:16:50Z
Olbrich_boat_launch,JND_at_North_Shore,Willy_at_Ingersoll,5945,759s,776s,u`_fGr`g`Pg@OKMGS?[h@kALe@@c@Ia@QSm@]yF|UyK`]@vBCTQlYHlA`@lD~@nGn@jFnApJLt@lBvORbBDd@|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:16:50Z
E_Wash_at_Milwaukee,JND_at_North_Shore,E_Wash_at_First,5709,665s,696s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC`JvG}@nAsD|FuBdDa@NUb@pEjHxDxFdEvGrClEvJrO|g@fy@dInMtLcQFGt@W\Cf@J\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:16:50Z
E_Wash_at_Milwaukee,JND_at_North_Shore,Willy_at_Ingersoll,5061,610s,633s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:16:50Z
JND_at_North_Shore,Olbrich_boat_launch,Willy_at_Ingersoll,5857,629s,656s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJsFiJcM}Rs@iAoB}BiI_JyDuCSg@i@u@q@oAiCgGkBmEcBsDqEkKsBuEk@eBWyAiAgJSkAc@}DK}@Aw@LsVBeEBYrKg\`@wAzEiS\RPRH`@Ab@Ql@e@bA?ZFRJLf@N,2025-09-10T16:20:29Z
JND_at_North_Shore,E_Wash_at_First,Willy_at_Ingersoll,3968,435s,443s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJ_O~Se@l@aQyXuBeDs@qAiFcImIuMoDwF,2025-09-10T16:20:29Z
JND_at_North_Shore,E_Wash_at_Milwaukee,E_Wash_at_First,5120,530s,540s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwF{DcG{HaLeGuIeM}QyFsIs@y@uAgA,2025-09-10T16:20:29Z
Olbrich_boat_launch,JND_at_North_Shore,Willy_at_Ingersoll,5945,770s,776s,u`_fGr`g`Pg@OKMGS?[h@kALe@@c@Ia@QSm@]yF|UyK`]@vBCTQlYHlA`@lD~@nGn@jFnApJLt@lBvORbBDd@|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:20:30Z
E_Wash_at_Milwaukee,JND_at_North_Shore,E_Wash_at_First,5709,670s,696s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC`JvG}@nAsD|FuBdDa@NUb@pEjHxDxFdEvGrClEvJrO|g@fy@dInMtLcQFGt@W\Cf@J\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:20:30Z
E_Wash_at_Milwaukee,JND_at_North_Shore,Willy_at_Ingersoll,5061,624s,633s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T16:20:30Z
JND_at_North_Shore,Olbrich_boat_launch,Willy_at_Ingersoll,5857,634s,656s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJsFiJcM}Rs@iAoB}BiI_JyDuCSg@i@u@q@oAiCgGkBmEcBsDqEkKsBuEk@eBWyAiAgJSkAc@}DK}@Aw@LsVBeEBYrKg\`@wAzEiS\RPRH`@Ab@Ql@e@bA?ZFRJLf@N,2025-09-10T18:28:22Z
JND_at_North_Shore,Willy_at_Ingersoll,E_Wash_at_First,5533,598s,614s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwFUb@pEjHxDxFdEvGrClEvJrOxJxOhFqHlIuL,2025-09-10T18:28:23Z
JND_at_North_Shore,E_Wash_at_Milwaukee,E_Wash_at_First,5120,544s,540s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwF{DcG{HaLeGuIeM}QyFsIs@y@uAgA,2025-09-10T18:28:23Z
Olbrich_boat_launch,JND_at_North_Shore,Willy_at_Ingersoll,5945,767s,776s,u`_fGr`g`Pg@OKMGS?[h@kALe@@c@Ia@QSm@]yF|UyK`]@vBCTQlYHlA`@lD~@nGn@jFnApJLt@lBvORbBDd@|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T18:28:23Z
E_Wash_at_Milwaukee,JND_at_North_Shore,E_Wash_at_First,5709,676s,696s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC`JvG}@nAsD|FuBdDa@NUb@pEjHxDxFdEvGrClEvJrO|g@fy@dInMtLcQFGt@W\Cf@J\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T18:28:23Z
E_Wash_at_Milwaukee,JND_at_North_Shore,Willy_at_Ingersoll,5061,614s,633s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T18:28:23Z
JND_at_North_Shore,Olbrich_boat_launch,Willy_at_Ingersoll,5857,650s,656s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJsFiJcM}Rs@iAoB}BiI_JyDuCSg@i@u@q@oAiCgGkBmEcBsDqEkKsBuEk@eBWyAiAgJSkAc@}DK}@Aw@LsVBeEBYrKg\`@wAzEiS\RPRH`@Ab@Ql@e@bA?ZFRJLf@N,2025-09-10T20:20:44Z
JND_at_North_Shore,Willy_at_Ingersoll,E_Wash_at_First,5533,619s,614s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwFUb@pEjHxDxFdEvGrClEvJrOxJxOhFqHlIuL,2025-09-10T20:20:44Z
JND_at_North_Shore,E_Wash_at_Milwaukee,E_Wash_at_First,5120,567s,540s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwF{DcG{HaLeGuIeM}QyFsIs@y@uAgA,2025-09-10T20:20:44Z
Olbrich_boat_launch,JND_at_North_Shore,Willy_at_Ingersoll,5945,792s,776s,u`_fGr`g`Pg@OKMGS?[h@kALe@@c@Ia@QSm@]yF|UyK`]@vBCTQlYHlA`@lD~@nGn@jFnApJLt@lBvORbBDd@|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T20:20:44Z
E_Wash_at_Milwaukee,JND_at_North_Shore,E_Wash_at_First,5709,712s,696s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC`JvG}@nAsD|FuBdDa@NUb@pEjHxDxFdEvGrClEvJrO|g@fy@dInMtLcQFGt@W\Cf@J\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T20:20:44Z
E_Wash_at_Milwaukee,JND_at_North_Shore,Willy_at_Ingersoll,5061,630s,633s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T20:20:44Z
JND_at_North_Shore,Olbrich_boat_launch,Willy_at_Ingersoll,5857,794s,656s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJsFiJcM}Rs@iAoB}BiI_JyDuCSg@i@u@q@oAiCgGkBmEcBsDqEkKsBuEk@eBWyAiAgJSkAc@}DK}@Aw@LsVBeEBYrKg\`@wAzEiS\RPRH`@Ab@Ql@e@bA?ZFRJLf@N,2025-09-10T21:12:55Z
JND_at_North_Shore,Willy_at_Ingersoll,E_Wash_at_First,5533,800s,614s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwFUb@pEjHxDxFdEvGrClEvJrOxJxOhFqHlIuL,2025-09-10T21:12:55Z
JND_at_North_Shore,E_Wash_at_Milwaukee,E_Wash_at_First,5120,760s,540s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwF{DcG{HaLeGuIeM}QyFsIs@y@uAgA,2025-09-10T21:12:55Z
Olbrich_boat_launch,JND_at_North_Shore,Willy_at_Ingersoll,5945,857s,776s,u`_fGr`g`Pg@OKMGS?[h@kALe@@c@Ia@QSm@]yF|UyK`]@vBCTQlYHlA`@lD~@nGn@jFnApJLt@lBvORbBDd@|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T21:12:55Z
E_Wash_at_Milwaukee,JND_at_North_Shore,E_Wash_at_First,5709,761s,696s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC`JvG}@nAsD|FuBdDa@NUb@pEjHxDxFdEvGrClEvJrO|g@fy@dInMtLcQFGt@W\Cf@J\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T21:12:55Z
E_Wash_at_Milwaukee,JND_at_North_Shore,Willy_at_Ingersoll,5061,706s,633s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T21:12:56Z
JND_at_North_Shore,Olbrich_boat_launch,Willy_at_Ingersoll,5857,665s,656s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJsFiJcM}Rs@iAoB}BiI_JyDuCSg@i@u@q@oAiCgGkBmEcBsDqEkKsBuEk@eBWyAiAgJSkAc@}DK}@Aw@LsVBeEBYrKg\`@wAzEiS\RPRH`@Ab@Ql@e@bA?ZFRJLf@N,2025-09-10T21:32:35Z
JND_at_North_Shore,Willy_at_Ingersoll,E_Wash_at_First,5533,702s,614s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwFUb@pEjHxDxFdEvGrClEvJrOxJxOhFqHlIuL,2025-09-10T21:32:35Z
JND_at_North_Shore,E_Wash_at_Milwaukee,E_Wash_at_First,5120,680s,540s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwF{DcG{HaLeGuIeM}QyFsIs@y@uAgA,2025-09-10T21:32:35Z
Olbrich_boat_launch,JND_at_North_Shore,Willy_at_Ingersoll,5945,873s,776s,u`_fGr`g`Pg@OKMGS?[h@kALe@@c@Ia@QSm@]yF|UyK`]@vBCTQlYHlA`@lD~@nGn@jFnApJLt@lBvORbBDd@|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T21:32:35Z
E_Wash_at_Milwaukee,JND_at_North_Shore,E_Wash_at_First,5709,746s,696s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC`JvG}@nAsD|FuBdDa@NUb@pEjHxDxFdEvGrClEvJrO|g@fy@dInMtLcQFGt@W\Cf@J\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T21:32:36Z
E_Wash_at_Milwaukee,JND_at_North_Shore,Willy_at_Ingersoll,5061,711s,633s,w_afGd|i`Pl@wBDm@B}@zCLTLxFpITn@Hn@GJC\KXOFIVDRPHFAp@~@~@~@hBxAt@f@HArFbEjEzCpF`EnDfC|OjLn@n@b@NxDtCrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`B`AbB`@v@Pp@z@xGb@Ij@Fd@XdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBrAr@,2025-09-10T21:32:36Z
JND_at_North_Shore,Olbrich_boat_launch,Willy_at_Ingersoll,5857,716s,656s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[KCQa@YUm@m@_EWs@cDsFk@y@E?{Ra[}FaJsFiJcM}Rs@iAoB}BiI_JyDuCSg@i@u@q@oAiCgGkBmEcBsDqEkKsBuEk@eBWyAiAgJSkAc@}DK}@Aw@LsVBeEBYrKg\`@wAzEiS\RPRH`@Ab@Ql@e@bA?ZFRJLf@N,2025-09-10T22:20:45Z
JND_at_North_Shore,Willy_at_Ingersoll,E_Wash_at_First,5533,777s,614s,mozeGhdq`PFg@uAq@cBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]S[Kg@Bi@VMTAFwJjNOAi@POCSMgUi^{LyRsVq`@s@qAiFcImIuMoDwFUb@pEjHxDxFdEvGrClEvJrOxJxOhFqHlIuL,2025-09-10T22:20:46Z
